,Artist,Trackname,Date,Artist_Trackname,Streams
1049,Calvin Harris,Slide,2017-07-02,Calvin Harris Slide,2096898
1050,Calvin Harris,Slide,2017-07-03,Calvin Harris Slide,2273969
1051,Calvin Harris,Slide,2017-07-04,Calvin Harris Slide,2300090
1052,Calvin Harris,Slide,2017-07-05,Calvin Harris Slide,2309268
1053,Calvin Harris,Slide,2017-07-06,Calvin Harris Slide,2327751
1054,Calvin Harris,Slide,2017-07-07,Calvin Harris Slide,2335634
1055,Calvin Harris,Slide,2017-07-08,Calvin Harris Slide,2205143
1056,Calvin Harris,Slide,2017-07-09,Calvin Harris Slide,1931878
1057,Calvin Harris,Slide,2017-07-10,Calvin Harris Slide,2090884
1058,Calvin Harris,Slide,2017-07-11,Calvin Harris Slide,2107253
1059,Calvin Harris,Slide,2017-07-12,Calvin Harris Slide,2104509
1060,Calvin Harris,Slide,2017-07-13,Calvin Harris Slide,2080800
1061,Calvin Harris,Slide,2017-07-14,Calvin Harris Slide,2080644
1062,Calvin Harris,Slide,2017-07-15,Calvin Harris Slide,1972279
1063,Calvin Harris,Slide,2017-07-16,Calvin Harris Slide,1722073
1064,Calvin Harris,Slide,2017-07-17,Calvin Harris Slide,1874360
1065,Calvin Harris,Slide,2017-07-18,Calvin Harris Slide,1885121
1066,Calvin Harris,Slide,2017-07-19,Calvin Harris Slide,1837468
1067,Calvin Harris,Slide,2017-07-20,Calvin Harris Slide,1799242
1068,Calvin Harris,Slide,2017-07-21,Calvin Harris Slide,1812866
1069,Calvin Harris,Slide,2017-07-22,Calvin Harris Slide,1739114
1070,Calvin Harris,Slide,2017-07-23,Calvin Harris Slide,1516400
1071,Calvin Harris,Slide,2017-07-24,Calvin Harris Slide,1700012
1072,Calvin Harris,Slide,2017-07-25,Calvin Harris Slide,1732994
1073,Calvin Harris,Slide,2017-07-26,Calvin Harris Slide,1685436
1074,Calvin Harris,Slide,2017-07-27,Calvin Harris Slide,1584569
1075,Calvin Harris,Slide,2017-07-28,Calvin Harris Slide,1593945
1076,Calvin Harris,Slide,2017-07-29,Calvin Harris Slide,1497047
1077,Calvin Harris,Slide,2017-07-30,Calvin Harris Slide,1326652
1078,Calvin Harris,Slide,2017-07-31,Calvin Harris Slide,1434505
1079,Calvin Harris,Slide,2017-08-01,Calvin Harris Slide,1427116
1080,Calvin Harris,Slide,2017-08-02,Calvin Harris Slide,1379454
1081,Calvin Harris,Slide,2017-08-03,Calvin Harris Slide,1351980
1082,Calvin Harris,Slide,2017-08-04,Calvin Harris Slide,1418508
1083,Calvin Harris,Slide,2017-08-05,Calvin Harris Slide,1343275
1084,Calvin Harris,Slide,2017-08-06,Calvin Harris Slide,1169920
1085,Calvin Harris,Slide,2017-08-07,Calvin Harris Slide,1241107
1086,Calvin Harris,Slide,2017-08-08,Calvin Harris Slide,1244041
1087,Calvin Harris,Slide,2017-08-09,Calvin Harris Slide,1258047
1088,Calvin Harris,Slide,2017-08-10,Calvin Harris Slide,1254793
1089,Calvin Harris,Slide,2017-08-11,Calvin Harris Slide,1307663
1090,Calvin Harris,Slide,2017-08-12,Calvin Harris Slide,1243681
1091,Calvin Harris,Slide,2017-08-13,Calvin Harris Slide,1117347
1092,Calvin Harris,Slide,2017-08-14,Calvin Harris Slide,1182163
1093,Calvin Harris,Slide,2017-08-15,Calvin Harris Slide,1177111
1094,Calvin Harris,Slide,2017-08-16,Calvin Harris Slide,1095316
1095,Calvin Harris,Slide,2017-08-17,Calvin Harris Slide,1036127
1096,Calvin Harris,Slide,2017-08-18,Calvin Harris Slide,1055523
1097,Calvin Harris,Slide,2017-08-19,Calvin Harris Slide,982965
1098,Calvin Harris,Slide,2017-08-20,Calvin Harris Slide,821041
1099,Calvin Harris,Slide,2017-08-21,Calvin Harris Slide,826265
1100,Calvin Harris,Slide,2017-08-22,Calvin Harris Slide,827630
1101,Calvin Harris,Slide,2017-08-23,Calvin Harris Slide,784500
1102,Calvin Harris,Slide,2017-08-24,Calvin Harris Slide,765153
1103,Calvin Harris,Slide,2017-08-25,Calvin Harris Slide,779930
1104,Calvin Harris,Slide,2017-08-26,Calvin Harris Slide,717910
1105,Calvin Harris,Slide,2017-08-27,Calvin Harris Slide,599463
1106,Calvin Harris,Slide,2017-08-28,Calvin Harris Slide,620025
1107,Calvin Harris,Slide,2017-08-29,Calvin Harris Slide,622951
1108,Calvin Harris,Slide,2017-08-30,Calvin Harris Slide,643284
1109,Calvin Harris,Slide,2017-08-31,Calvin Harris Slide,642953
1110,Calvin Harris,Slide,2017-09-01,Calvin Harris Slide,701239
1111,Calvin Harris,Slide,2017-09-02,Calvin Harris Slide,656495
1112,Calvin Harris,Slide,2017-09-03,Calvin Harris Slide,570144
1113,Calvin Harris,Slide,2017-09-04,Calvin Harris Slide,583172
1114,Calvin Harris,Slide,2017-09-05,Calvin Harris Slide,558757
1115,Calvin Harris,Slide,2017-09-06,Calvin Harris Slide,560459
1116,Calvin Harris,Slide,2017-09-07,Calvin Harris Slide,559546
1117,Calvin Harris,Slide,2017-09-08,Calvin Harris Slide,591898
1118,Calvin Harris,Slide,2017-09-09,Calvin Harris Slide,573112
1119,Calvin Harris,Slide,2017-09-10,Calvin Harris Slide,484503
1120,Calvin Harris,Slide,2017-09-11,Calvin Harris Slide,475300
1121,Calvin Harris,Slide,2017-09-12,Calvin Harris Slide,496140
1122,Calvin Harris,Slide,2017-09-13,Calvin Harris Slide,519509
1123,Calvin Harris,Slide,2017-09-14,Calvin Harris Slide,490244
1124,Calvin Harris,Slide,2017-09-15,Calvin Harris Slide,530746
1125,Calvin Harris,Slide,2017-09-16,Calvin Harris Slide,515413
1126,Calvin Harris,Slide,2017-09-17,Calvin Harris Slide,430808
1127,Calvin Harris,Slide,2017-09-18,Calvin Harris Slide,430666
1128,Calvin Harris,Slide,2017-09-19,Calvin Harris Slide,436185
1129,Calvin Harris,Slide,2017-09-20,Calvin Harris Slide,442124
1130,Calvin Harris,Slide,2017-09-21,Calvin Harris Slide,441957
1131,Calvin Harris,Slide,2017-09-22,Calvin Harris Slide,472379
1132,Calvin Harris,Slide,2017-09-23,Calvin Harris Slide,477689
1133,Calvin Harris,Slide,2017-09-24,Calvin Harris Slide,405258
1134,Calvin Harris,Slide,2017-09-25,Calvin Harris Slide,407010
1135,Calvin Harris,Slide,2017-09-26,Calvin Harris Slide,410861
1136,Calvin Harris,Slide,2017-09-27,Calvin Harris Slide,411572
1137,Calvin Harris,Slide,2017-09-28,Calvin Harris Slide,407203
1138,Calvin Harris,Slide,2017-09-29,Calvin Harris Slide,435081
1139,Calvin Harris,Slide,2017-09-30,Calvin Harris Slide,405484
1140,Calvin Harris,Slide,2017-10-01,Calvin Harris Slide,354453
1141,Calvin Harris,Slide,2017-10-02,Calvin Harris Slide,362730
1142,Calvin Harris,Slide,2017-10-03,Calvin Harris Slide,363842
1143,Calvin Harris,Slide,2017-10-04,Calvin Harris Slide,368738
1144,Calvin Harris,Slide,2017-10-05,Calvin Harris Slide,372199
1145,Calvin Harris,Slide,2017-10-06,Calvin Harris Slide,358942
1146,Calvin Harris,Slide,2017-10-07,Calvin Harris Slide,381287
1147,Calvin Harris,Slide,2017-10-08,Calvin Harris Slide,328440
1148,Calvin Harris,Slide,2017-10-09,Calvin Harris Slide,292770
1149,Calvin Harris,Slide,2017-10-10,Calvin Harris Slide,334230
1150,Calvin Harris,Slide,2017-10-11,Calvin Harris Slide,332376
1151,Calvin Harris,Slide,2017-10-12,Calvin Harris Slide,297786
1152,Calvin Harris,Slide,2017-10-13,Calvin Harris Slide,309982
1153,Calvin Harris,Slide,2017-10-14,Calvin Harris Slide,334514
1154,Calvin Harris,Slide,2017-10-15,Calvin Harris Slide,262974
1155,Calvin Harris,Slide,2017-10-16,Calvin Harris Slide,271057
1156,Calvin Harris,Slide,2017-10-17,Calvin Harris Slide,277086
1157,Calvin Harris,Slide,2017-10-18,Calvin Harris Slide,276660
1158,Calvin Harris,Slide,2017-10-19,Calvin Harris Slide,280195
1159,Calvin Harris,Slide,2017-10-20,Calvin Harris Slide,286952
1160,Calvin Harris,Slide,2017-10-21,Calvin Harris Slide,277704
1161,Calvin Harris,Slide,2017-10-22,Calvin Harris Slide,250313
1162,Calvin Harris,Slide,2017-10-23,Calvin Harris Slide,258173
1163,Calvin Harris,Slide,2017-10-24,Calvin Harris Slide,262455
1164,Calvin Harris,Slide,2017-10-25,Calvin Harris Slide,264349
1165,Calvin Harris,Slide,2017-10-26,Calvin Harris Slide,266237
1166,Calvin Harris,Slide,2017-10-27,Calvin Harris Slide,277657
1167,Calvin Harris,Slide,2017-10-28,Calvin Harris Slide,263960
1168,Calvin Harris,Slide,2017-10-29,Calvin Harris Slide,235565
1169,Calvin Harris,Slide,2017-10-30,Calvin Harris Slide,237027
1170,Calvin Harris,Slide,2017-10-31,Calvin Harris Slide,52938
1171,Calvin Harris,Slide,2017-11-01,Calvin Harris Slide,226604
1172,Calvin Harris,Slide,2017-11-02,Calvin Harris Slide,236024
1173,Calvin Harris,Slide,2017-11-03,Calvin Harris Slide,54079
1174,Calvin Harris,Slide,2017-11-04,Calvin Harris Slide,233263
1175,Calvin Harris,Slide,2017-11-05,Calvin Harris Slide,210928
1176,Calvin Harris,Slide,2017-11-06,Calvin Harris Slide,50158
1177,Calvin Harris,Slide,2017-11-07,Calvin Harris Slide,50610
1178,Calvin Harris,Slide,2017-11-08,Calvin Harris Slide,52192
1179,Calvin Harris,Slide,2017-11-09,Calvin Harris Slide,243099
1180,Calvin Harris,Slide,2017-11-10,Calvin Harris Slide,53262
1181,Calvin Harris,Slide,2017-11-11,Calvin Harris Slide,237521
1182,Calvin Harris,Slide,2017-11-12,Calvin Harris Slide,215435
1183,Calvin Harris,Slide,2017-11-13,Calvin Harris Slide,27772
1184,Calvin Harris,Slide,2017-11-14,Calvin Harris Slide,49914
1185,Calvin Harris,Slide,2017-11-15,Calvin Harris Slide,50526
1186,Calvin Harris,Slide,2017-11-16,Calvin Harris Slide,50372
1187,Calvin Harris,Slide,2017-11-17,Calvin Harris Slide,51719
1188,Calvin Harris,Slide,2017-11-18,Calvin Harris Slide,235468
1189,Calvin Harris,Slide,2017-11-19,Calvin Harris Slide,195766
1190,Calvin Harris,Slide,2017-11-20,Calvin Harris Slide,211929
1191,Calvin Harris,Slide,2017-11-21,Calvin Harris Slide,215790
1192,Calvin Harris,Slide,2017-11-22,Calvin Harris Slide,220944
1193,Calvin Harris,Slide,2017-11-23,Calvin Harris Slide,29262
1194,Calvin Harris,Slide,2017-11-24,Calvin Harris Slide,51769
1195,Calvin Harris,Slide,2017-11-25,Calvin Harris Slide,49446
1196,Calvin Harris,Slide,2017-11-26,Calvin Harris Slide,45669
1197,Calvin Harris,Slide,2017-11-27,Calvin Harris Slide,26766
1198,Calvin Harris,Slide,2017-11-28,Calvin Harris Slide,27712
1199,Calvin Harris,Slide,2017-11-29,Calvin Harris Slide,28652
1200,Calvin Harris,Slide,2017-11-30,Calvin Harris Slide,50960
1201,Calvin Harris,Slide,2017-12-01,Calvin Harris Slide,30988
1202,Calvin Harris,Slide,2017-12-02,Calvin Harris Slide,29615
1203,Calvin Harris,Slide,2017-12-03,Calvin Harris Slide,5724
1204,Calvin Harris,Slide,2017-12-04,Calvin Harris Slide,6045
1205,Calvin Harris,Slide,2017-12-05,Calvin Harris Slide,65252
1206,Calvin Harris,Slide,2017-12-06,Calvin Harris Slide,286253
1207,Calvin Harris,Slide,2017-12-07,Calvin Harris Slide,395738
1208,Calvin Harris,Slide,2017-12-08,Calvin Harris Slide,299336
1209,Calvin Harris,Slide,2017-12-09,Calvin Harris Slide,272189
1210,Calvin Harris,Slide,2017-12-10,Calvin Harris Slide,246861
1211,Calvin Harris,Slide,2017-12-11,Calvin Harris Slide,255320
1212,Calvin Harris,Slide,2017-12-12,Calvin Harris Slide,262970
1213,Calvin Harris,Slide,2017-12-13,Calvin Harris Slide,264792
1214,Calvin Harris,Slide,2017-12-14,Calvin Harris Slide,275573
1215,Calvin Harris,Slide,2017-12-15,Calvin Harris Slide,68117
1216,Calvin Harris,Slide,2017-12-16,Calvin Harris Slide,59504
1217,Calvin Harris,Slide,2017-12-17,Calvin Harris Slide,54241
1218,Calvin Harris,Slide,2017-12-18,Calvin Harris Slide,54687
1219,Calvin Harris,Slide,2017-12-19,Calvin Harris Slide,57336
1220,Calvin Harris,Slide,2017-12-20,Calvin Harris Slide,58335
1221,Calvin Harris,Slide,2017-12-21,Calvin Harris Slide,35060
1222,Calvin Harris,Slide,2017-12-22,Calvin Harris Slide,41007
1223,Calvin Harris,Slide,2017-12-23,Calvin Harris Slide,6936
1224,Calvin Harris,Slide,2017-12-26,Calvin Harris Slide,204907
1225,Calvin Harris,Slide,2017-12-27,Calvin Harris Slide,307448
1226,Calvin Harris,Slide,2017-12-28,Calvin Harris Slide,306310
1227,Calvin Harris,Slide,2017-12-29,Calvin Harris Slide,312804
1228,Calvin Harris,Slide,2017-12-30,Calvin Harris Slide,333648
1229,Calvin Harris,Slide,2017-12-31,Calvin Harris Slide,812001
1230,Camila Cabello,Crying in the Club,2017-05-19,Camila Cabello Crying in the Club,1443956
1231,Camila Cabello,Crying in the Club,2017-05-20,Camila Cabello Crying in the Club,978064
1232,Camila Cabello,Crying in the Club,2017-05-21,Camila Cabello Crying in the Club,1087828
1233,Camila Cabello,Crying in the Club,2017-05-22,Camila Cabello Crying in the Club,1281090
1234,Camila Cabello,Crying in the Club,2017-05-23,Camila Cabello Crying in the Club,1360793
1235,Camila Cabello,Crying in the Club,2017-05-24,Camila Cabello Crying in the Club,1464233
1236,Camila Cabello,Crying in the Club,2017-05-25,Camila Cabello Crying in the Club,1539307
1237,Camila Cabello,Crying in the Club,2017-05-26,Camila Cabello Crying in the Club,1525364
1238,Camila Cabello,Crying in the Club,2017-05-27,Camila Cabello Crying in the Club,1375006
1239,Camila Cabello,Crying in the Club,2017-05-28,Camila Cabello Crying in the Club,1209056
1240,Camila Cabello,Crying in the Club,2017-05-29,Camila Cabello Crying in the Club,1349019
1241,Camila Cabello,Crying in the Club,2017-06-01,Camila Cabello Crying in the Club,1523285
1242,Camila Cabello,Crying in the Club,2017-06-03,Camila Cabello Crying in the Club,1428693
1243,Camila Cabello,Crying in the Club,2017-06-04,Camila Cabello Crying in the Club,1286337
1244,Camila Cabello,Crying in the Club,2017-06-05,Camila Cabello Crying in the Club,1481910
1245,Camila Cabello,Crying in the Club,2017-06-06,Camila Cabello Crying in the Club,1538171
1246,Camila Cabello,Crying in the Club,2017-06-07,Camila Cabello Crying in the Club,1558753
1247,Camila Cabello,Crying in the Club,2017-06-08,Camila Cabello Crying in the Club,1560941
1248,Camila Cabello,Crying in the Club,2017-06-09,Camila Cabello Crying in the Club,1560387
1249,Camila Cabello,Crying in the Club,2017-06-10,Camila Cabello Crying in the Club,1480279
1250,Camila Cabello,Crying in the Club,2017-06-11,Camila Cabello Crying in the Club,1382496
1251,Camila Cabello,Crying in the Club,2017-06-12,Camila Cabello Crying in the Club,1556357
1252,Camila Cabello,Crying in the Club,2017-06-13,Camila Cabello Crying in the Club,1602257
1253,Camila Cabello,Crying in the Club,2017-06-14,Camila Cabello Crying in the Club,1632983
1254,Camila Cabello,Crying in the Club,2017-06-15,Camila Cabello Crying in the Club,1655993
1255,Camila Cabello,Crying in the Club,2017-06-16,Camila Cabello Crying in the Club,1653545
1256,Camila Cabello,Crying in the Club,2017-06-17,Camila Cabello Crying in the Club,1654734
1257,Camila Cabello,Crying in the Club,2017-06-18,Camila Cabello Crying in the Club,1478124
1258,Camila Cabello,Crying in the Club,2017-06-19,Camila Cabello Crying in the Club,1639544
1259,Camila Cabello,Crying in the Club,2017-06-20,Camila Cabello Crying in the Club,1685807
1260,Camila Cabello,Crying in the Club,2017-06-21,Camila Cabello Crying in the Club,1688170
1261,Camila Cabello,Crying in the Club,2017-06-22,Camila Cabello Crying in the Club,1695751
1262,Camila Cabello,Crying in the Club,2017-06-23,Camila Cabello Crying in the Club,1692616
1263,Camila Cabello,Crying in the Club,2017-06-24,Camila Cabello Crying in the Club,1630005
1264,Camila Cabello,Crying in the Club,2017-06-25,Camila Cabello Crying in the Club,1436083
1265,Camila Cabello,Crying in the Club,2017-06-26,Camila Cabello Crying in the Club,1627021
1266,Camila Cabello,Crying in the Club,2017-06-27,Camila Cabello Crying in the Club,1669377
1267,Camila Cabello,Crying in the Club,2017-06-28,Camila Cabello Crying in the Club,1670354
1268,Camila Cabello,Crying in the Club,2017-06-29,Camila Cabello Crying in the Club,1700440
1269,Camila Cabello,Crying in the Club,2017-06-30,Camila Cabello Crying in the Club,1709060
1270,Camila Cabello,Crying in the Club,2017-07-01,Camila Cabello Crying in the Club,1647759
1271,Camila Cabello,Crying in the Club,2017-07-02,Camila Cabello Crying in the Club,1441686
1272,Camila Cabello,Crying in the Club,2017-07-03,Camila Cabello Crying in the Club,1592163
1273,Camila Cabello,Crying in the Club,2017-07-04,Camila Cabello Crying in the Club,1613679
1274,Camila Cabello,Crying in the Club,2017-07-05,Camila Cabello Crying in the Club,1645182
1275,Camila Cabello,Crying in the Club,2017-07-06,Camila Cabello Crying in the Club,1688181
1276,Camila Cabello,Crying in the Club,2017-07-07,Camila Cabello Crying in the Club,1726986
1277,Camila Cabello,Crying in the Club,2017-07-08,Camila Cabello Crying in the Club,1678359
1278,Camila Cabello,Crying in the Club,2017-07-09,Camila Cabello Crying in the Club,1477508
1279,Camila Cabello,Crying in the Club,2017-07-10,Camila Cabello Crying in the Club,1636953
1280,Camila Cabello,Crying in the Club,2017-07-11,Camila Cabello Crying in the Club,1682181
1281,Camila Cabello,Crying in the Club,2017-07-12,Camila Cabello Crying in the Club,1702517
1282,Camila Cabello,Crying in the Club,2017-07-13,Camila Cabello Crying in the Club,1778792
1283,Camila Cabello,Crying in the Club,2017-07-14,Camila Cabello Crying in the Club,1795327
1284,Camila Cabello,Crying in the Club,2017-07-15,Camila Cabello Crying in the Club,1752968
1285,Camila Cabello,Crying in the Club,2017-07-16,Camila Cabello Crying in the Club,1557391
1286,Camila Cabello,Crying in the Club,2017-07-17,Camila Cabello Crying in the Club,1739267
1287,Camila Cabello,Crying in the Club,2017-07-18,Camila Cabello Crying in the Club,1764559
1288,Camila Cabello,Crying in the Club,2017-07-19,Camila Cabello Crying in the Club,1736270
1289,Camila Cabello,Crying in the Club,2017-07-20,Camila Cabello Crying in the Club,1746726
1290,Camila Cabello,Crying in the Club,2017-07-21,Camila Cabello Crying in the Club,1711297
1291,Camila Cabello,Crying in the Club,2017-07-22,Camila Cabello Crying in the Club,1598099
1292,Camila Cabello,Crying in the Club,2017-07-23,Camila Cabello Crying in the Club,1423326
1293,Camila Cabello,Crying in the Club,2017-07-24,Camila Cabello Crying in the Club,1596457
1294,Camila Cabello,Crying in the Club,2017-07-25,Camila Cabello Crying in the Club,1644139
1295,Camila Cabello,Crying in the Club,2017-07-26,Camila Cabello Crying in the Club,1614751
1296,Camila Cabello,Crying in the Club,2017-07-27,Camila Cabello Crying in the Club,1612279
1297,Camila Cabello,Crying in the Club,2017-07-28,Camila Cabello Crying in the Club,1577000
1298,Camila Cabello,Crying in the Club,2017-07-29,Camila Cabello Crying in the Club,1519371
1299,Camila Cabello,Crying in the Club,2017-07-30,Camila Cabello Crying in the Club,1323146
1300,Camila Cabello,Crying in the Club,2017-07-31,Camila Cabello Crying in the Club,1479497
1301,Camila Cabello,Crying in the Club,2017-08-01,Camila Cabello Crying in the Club,1551795
1302,Camila Cabello,Crying in the Club,2017-08-02,Camila Cabello Crying in the Club,1548758
1303,Camila Cabello,Crying in the Club,2017-08-03,Camila Cabello Crying in the Club,1606598
1304,Camila Cabello,Crying in the Club,2017-08-04,Camila Cabello Crying in the Club,1625210
1305,Camila Cabello,Crying in the Club,2017-08-05,Camila Cabello Crying in the Club,1537538
1306,Camila Cabello,Crying in the Club,2017-08-06,Camila Cabello Crying in the Club,1311439
1307,Camila Cabello,Crying in the Club,2017-08-07,Camila Cabello Crying in the Club,1490802
1308,Camila Cabello,Crying in the Club,2017-08-08,Camila Cabello Crying in the Club,1489381
1309,Camila Cabello,Crying in the Club,2017-08-09,Camila Cabello Crying in the Club,1410396
1310,Camila Cabello,Crying in the Club,2017-08-10,Camila Cabello Crying in the Club,1305926
1311,Camila Cabello,Crying in the Club,2017-08-11,Camila Cabello Crying in the Club,1214000
1312,Camila Cabello,Crying in the Club,2017-08-12,Camila Cabello Crying in the Club,1136657
1313,Camila Cabello,Crying in the Club,2017-08-13,Camila Cabello Crying in the Club,994907
1314,Camila Cabello,Crying in the Club,2017-08-14,Camila Cabello Crying in the Club,1071742
1315,Camila Cabello,Crying in the Club,2017-08-15,Camila Cabello Crying in the Club,1025560
1316,Camila Cabello,Crying in the Club,2017-08-16,Camila Cabello Crying in the Club,973290
1317,Camila Cabello,Crying in the Club,2017-08-17,Camila Cabello Crying in the Club,798889
1318,Camila Cabello,Crying in the Club,2017-08-18,Camila Cabello Crying in the Club,794026
1319,Camila Cabello,Crying in the Club,2017-08-19,Camila Cabello Crying in the Club,778064
1320,Camila Cabello,Crying in the Club,2017-08-20,Camila Cabello Crying in the Club,654337
1321,Camila Cabello,Crying in the Club,2017-08-21,Camila Cabello Crying in the Club,692561
1322,Camila Cabello,Crying in the Club,2017-08-22,Camila Cabello Crying in the Club,694182
1323,Camila Cabello,Crying in the Club,2017-08-23,Camila Cabello Crying in the Club,679327
1324,Camila Cabello,Crying in the Club,2017-08-24,Camila Cabello Crying in the Club,657763
1325,Camila Cabello,Crying in the Club,2017-08-25,Camila Cabello Crying in the Club,655643
1326,Camila Cabello,Crying in the Club,2017-08-26,Camila Cabello Crying in the Club,631367
1327,Camila Cabello,Crying in the Club,2017-08-27,Camila Cabello Crying in the Club,545275
1328,Camila Cabello,Crying in the Club,2017-08-28,Camila Cabello Crying in the Club,589470
1329,Camila Cabello,Crying in the Club,2017-08-29,Camila Cabello Crying in the Club,610475
1330,Camila Cabello,Crying in the Club,2017-08-30,Camila Cabello Crying in the Club,617543
1331,Camila Cabello,Crying in the Club,2017-08-31,Camila Cabello Crying in the Club,601169
1332,Camila Cabello,Crying in the Club,2017-09-01,Camila Cabello Crying in the Club,593806
1333,Camila Cabello,Crying in the Club,2017-09-02,Camila Cabello Crying in the Club,582558
1334,Camila Cabello,Crying in the Club,2017-09-03,Camila Cabello Crying in the Club,489658
1335,Camila Cabello,Crying in the Club,2017-09-04,Camila Cabello Crying in the Club,520573
1336,Camila Cabello,Crying in the Club,2017-09-05,Camila Cabello Crying in the Club,489994
1337,Camila Cabello,Crying in the Club,2017-09-06,Camila Cabello Crying in the Club,495621
1338,Camila Cabello,Crying in the Club,2017-09-07,Camila Cabello Crying in the Club,474023
1339,Camila Cabello,Crying in the Club,2017-09-08,Camila Cabello Crying in the Club,446727
1340,Camila Cabello,Crying in the Club,2017-09-09,Camila Cabello Crying in the Club,438908
1341,Camila Cabello,Crying in the Club,2017-09-10,Camila Cabello Crying in the Club,380893
1342,Camila Cabello,Crying in the Club,2017-09-11,Camila Cabello Crying in the Club,409266
1343,Camila Cabello,Crying in the Club,2017-09-12,Camila Cabello Crying in the Club,427850
1344,Camila Cabello,Crying in the Club,2017-09-13,Camila Cabello Crying in the Club,438114
1345,Camila Cabello,Crying in the Club,2017-09-14,Camila Cabello Crying in the Club,433288
1346,Camila Cabello,Crying in the Club,2017-09-15,Camila Cabello Crying in the Club,435630
1347,Camila Cabello,Crying in the Club,2017-09-16,Camila Cabello Crying in the Club,413255
1348,Camila Cabello,Crying in the Club,2017-09-17,Camila Cabello Crying in the Club,350489
1349,Camila Cabello,Crying in the Club,2017-09-18,Camila Cabello Crying in the Club,365577
1350,Camila Cabello,Crying in the Club,2017-09-19,Camila Cabello Crying in the Club,362096
1351,Camila Cabello,Crying in the Club,2017-09-20,Camila Cabello Crying in the Club,371360
1352,Camila Cabello,Crying in the Club,2017-09-21,Camila Cabello Crying in the Club,378259
1353,Camila Cabello,Crying in the Club,2017-09-22,Camila Cabello Crying in the Club,335392
1354,Camila Cabello,Crying in the Club,2017-09-23,Camila Cabello Crying in the Club,340936
1355,Camila Cabello,Crying in the Club,2017-09-24,Camila Cabello Crying in the Club,296916
1356,Camila Cabello,Crying in the Club,2017-09-25,Camila Cabello Crying in the Club,306972
1357,Camila Cabello,Crying in the Club,2017-09-26,Camila Cabello Crying in the Club,307967
1358,Camila Cabello,Crying in the Club,2017-09-27,Camila Cabello Crying in the Club,327101
1359,Camila Cabello,Crying in the Club,2017-09-28,Camila Cabello Crying in the Club,300233
1360,Camila Cabello,Crying in the Club,2017-09-29,Camila Cabello Crying in the Club,283848
1361,Camila Cabello,Crying in the Club,2017-09-30,Camila Cabello Crying in the Club,280559
1362,Camila Cabello,Crying in the Club,2017-10-01,Camila Cabello Crying in the Club,244019
1363,Camila Cabello,Crying in the Club,2017-10-02,Camila Cabello Crying in the Club,263470
1364,Camila Cabello,Crying in the Club,2017-10-03,Camila Cabello Crying in the Club,262293
1365,Camila Cabello,Crying in the Club,2017-10-04,Camila Cabello Crying in the Club,272377
1366,Camila Cabello,Crying in the Club,2017-10-05,Camila Cabello Crying in the Club,263940
1367,Camila Cabello,Crying in the Club,2017-10-06,Camila Cabello Crying in the Club,238693
1368,Camila Cabello,Crying in the Club,2017-10-07,Camila Cabello Crying in the Club,190229
1369,Camila Cabello,Crying in the Club,2017-10-08,Camila Cabello Crying in the Club,166854
1370,Camila Cabello,Crying in the Club,2017-10-09,Camila Cabello Crying in the Club,163909
1371,Camila Cabello,Crying in the Club,2017-10-10,Camila Cabello Crying in the Club,169478
1372,Camila Cabello,Crying in the Club,2017-10-11,Camila Cabello Crying in the Club,173127
1373,Camila Cabello,Crying in the Club,2017-10-12,Camila Cabello Crying in the Club,168012
1374,Camila Cabello,Crying in the Club,2017-10-13,Camila Cabello Crying in the Club,147232
1375,Camila Cabello,Crying in the Club,2017-10-14,Camila Cabello Crying in the Club,159932
1376,Camila Cabello,Crying in the Club,2017-10-15,Camila Cabello Crying in the Club,153588
1377,Camila Cabello,Crying in the Club,2017-10-16,Camila Cabello Crying in the Club,133008
1378,Camila Cabello,Crying in the Club,2017-10-17,Camila Cabello Crying in the Club,137434
1379,Camila Cabello,Crying in the Club,2017-10-18,Camila Cabello Crying in the Club,181645
1380,Camila Cabello,Crying in the Club,2017-10-19,Camila Cabello Crying in the Club,139196
1381,Camila Cabello,Crying in the Club,2017-10-20,Camila Cabello Crying in the Club,102003
1382,Camila Cabello,Crying in the Club,2017-10-21,Camila Cabello Crying in the Club,96797
1383,Camila Cabello,Crying in the Club,2017-10-22,Camila Cabello Crying in the Club,121923
1384,Camila Cabello,Crying in the Club,2017-10-23,Camila Cabello Crying in the Club,94774
1385,Camila Cabello,Crying in the Club,2017-10-24,Camila Cabello Crying in the Club,175831
1386,Camila Cabello,Crying in the Club,2017-10-25,Camila Cabello Crying in the Club,205872
1387,Camila Cabello,Crying in the Club,2017-10-26,Camila Cabello Crying in the Club,189460
1388,Camila Cabello,Crying in the Club,2017-10-27,Camila Cabello Crying in the Club,94240
1389,Camila Cabello,Crying in the Club,2017-10-28,Camila Cabello Crying in the Club,117541
1390,Camila Cabello,Crying in the Club,2017-10-29,Camila Cabello Crying in the Club,137111
1391,Camila Cabello,Crying in the Club,2017-10-30,Camila Cabello Crying in the Club,133609
1392,Camila Cabello,Crying in the Club,2017-10-31,Camila Cabello Crying in the Club,128758
1393,Camila Cabello,Crying in the Club,2017-11-01,Camila Cabello Crying in the Club,145441
1394,Camila Cabello,Crying in the Club,2017-11-02,Camila Cabello Crying in the Club,120276
1395,Camila Cabello,Crying in the Club,2017-11-03,Camila Cabello Crying in the Club,88280
