,Artist,Trackname,Date,Artist_Trackname,Streams
7845,Harry Styles,Sign of the Times,2017-06-19,Harry Styles Sign of the Times,1475667
7846,Harry Styles,Sign of the Times,2017-06-20,Harry Styles Sign of the Times,1482376
7847,Harry Styles,Sign of the Times,2017-06-21,Harry Styles Sign of the Times,1432806
7848,Harry Styles,Sign of the Times,2017-06-22,Harry Styles Sign of the Times,1412575
7849,Harry Styles,Sign of the Times,2017-06-23,Harry Styles Sign of the Times,1387237
7850,Harry Styles,Sign of the Times,2017-06-24,Harry Styles Sign of the Times,1268510
7851,Harry Styles,Sign of the Times,2017-06-25,Harry Styles Sign of the Times,1134354
7852,Harry Styles,Sign of the Times,2017-06-26,Harry Styles Sign of the Times,1259880
7853,Harry Styles,Sign of the Times,2017-06-27,Harry Styles Sign of the Times,1272064
7854,Harry Styles,Sign of the Times,2017-06-28,Harry Styles Sign of the Times,1258823
7855,Harry Styles,Sign of the Times,2017-06-29,Harry Styles Sign of the Times,1285780
7856,Harry Styles,Sign of the Times,2017-06-30,Harry Styles Sign of the Times,1274334
7857,Harry Styles,Sign of the Times,2017-07-01,Harry Styles Sign of the Times,1115781
7858,Harry Styles,Sign of the Times,2017-07-02,Harry Styles Sign of the Times,955814
7859,Harry Styles,Sign of the Times,2017-07-03,Harry Styles Sign of the Times,1050110
7860,Harry Styles,Sign of the Times,2017-07-04,Harry Styles Sign of the Times,1007040
7861,Harry Styles,Sign of the Times,2017-07-05,Harry Styles Sign of the Times,1003757
7862,Harry Styles,Sign of the Times,2017-07-06,Harry Styles Sign of the Times,1009336
7863,Harry Styles,Sign of the Times,2017-07-07,Harry Styles Sign of the Times,988990
7864,Harry Styles,Sign of the Times,2017-07-08,Harry Styles Sign of the Times,910080
7865,Harry Styles,Sign of the Times,2017-07-09,Harry Styles Sign of the Times,813155
7866,Harry Styles,Sign of the Times,2017-07-10,Harry Styles Sign of the Times,916326
7867,Harry Styles,Sign of the Times,2017-07-11,Harry Styles Sign of the Times,925135
7868,Harry Styles,Sign of the Times,2017-07-12,Harry Styles Sign of the Times,923204
7869,Harry Styles,Sign of the Times,2017-07-13,Harry Styles Sign of the Times,923473
7870,Harry Styles,Sign of the Times,2017-07-14,Harry Styles Sign of the Times,914190
7871,Harry Styles,Sign of the Times,2017-07-15,Harry Styles Sign of the Times,851998
7872,Harry Styles,Sign of the Times,2017-07-16,Harry Styles Sign of the Times,761063
7873,Harry Styles,Sign of the Times,2017-07-17,Harry Styles Sign of the Times,855606
7874,Harry Styles,Sign of the Times,2017-07-18,Harry Styles Sign of the Times,870193
7875,Harry Styles,Sign of the Times,2017-07-19,Harry Styles Sign of the Times,857262
7876,Harry Styles,Sign of the Times,2017-07-20,Harry Styles Sign of the Times,850575
7877,Harry Styles,Sign of the Times,2017-07-21,Harry Styles Sign of the Times,842017
7878,Harry Styles,Sign of the Times,2017-07-22,Harry Styles Sign of the Times,801416
7879,Harry Styles,Sign of the Times,2017-07-23,Harry Styles Sign of the Times,716726
7880,Harry Styles,Sign of the Times,2017-07-24,Harry Styles Sign of the Times,836332
7881,Harry Styles,Sign of the Times,2017-07-25,Harry Styles Sign of the Times,830525
7882,Harry Styles,Sign of the Times,2017-07-26,Harry Styles Sign of the Times,822949
7883,Harry Styles,Sign of the Times,2017-07-27,Harry Styles Sign of the Times,824017
7884,Harry Styles,Sign of the Times,2017-07-28,Harry Styles Sign of the Times,817200
7885,Harry Styles,Sign of the Times,2017-07-29,Harry Styles Sign of the Times,771611
7886,Harry Styles,Sign of the Times,2017-07-30,Harry Styles Sign of the Times,699059
7887,Harry Styles,Sign of the Times,2017-07-31,Harry Styles Sign of the Times,784515
7888,Harry Styles,Sign of the Times,2017-08-01,Harry Styles Sign of the Times,766150
7889,Harry Styles,Sign of the Times,2017-08-02,Harry Styles Sign of the Times,752553
7890,Harry Styles,Sign of the Times,2017-08-03,Harry Styles Sign of the Times,742362
7891,Harry Styles,Sign of the Times,2017-08-04,Harry Styles Sign of the Times,722676
7892,Harry Styles,Sign of the Times,2017-08-05,Harry Styles Sign of the Times,670111
7893,Harry Styles,Sign of the Times,2017-08-06,Harry Styles Sign of the Times,613143
7894,Harry Styles,Sign of the Times,2017-08-07,Harry Styles Sign of the Times,686931
7895,Harry Styles,Sign of the Times,2017-08-08,Harry Styles Sign of the Times,687955
7896,Harry Styles,Sign of the Times,2017-08-09,Harry Styles Sign of the Times,677418
7897,Harry Styles,Sign of the Times,2017-08-10,Harry Styles Sign of the Times,680128
7898,Harry Styles,Sign of the Times,2017-08-11,Harry Styles Sign of the Times,641896
7899,Harry Styles,Sign of the Times,2017-08-12,Harry Styles Sign of the Times,579656
7900,Harry Styles,Sign of the Times,2017-08-13,Harry Styles Sign of the Times,536401
7901,Harry Styles,Sign of the Times,2017-08-14,Harry Styles Sign of the Times,622155
7902,Harry Styles,Sign of the Times,2017-08-15,Harry Styles Sign of the Times,619270
7903,Harry Styles,Sign of the Times,2017-08-16,Harry Styles Sign of the Times,626059
7904,Harry Styles,Sign of the Times,2017-08-17,Harry Styles Sign of the Times,639280
7905,Harry Styles,Sign of the Times,2017-08-18,Harry Styles Sign of the Times,575866
7906,Harry Styles,Sign of the Times,2017-08-19,Harry Styles Sign of the Times,539476
7907,Harry Styles,Sign of the Times,2017-08-20,Harry Styles Sign of the Times,496022
7908,Harry Styles,Sign of the Times,2017-08-21,Harry Styles Sign of the Times,573811
7909,Harry Styles,Sign of the Times,2017-08-22,Harry Styles Sign of the Times,587550
7910,Harry Styles,Sign of the Times,2017-08-23,Harry Styles Sign of the Times,546637
7911,Harry Styles,Sign of the Times,2017-08-24,Harry Styles Sign of the Times,598551
7912,Harry Styles,Sign of the Times,2017-08-25,Harry Styles Sign of the Times,367716
7913,Harry Styles,Sign of the Times,2017-08-26,Harry Styles Sign of the Times,349131
7914,Harry Styles,Sign of the Times,2017-08-27,Harry Styles Sign of the Times,314646
7915,Harry Styles,Sign of the Times,2017-08-28,Harry Styles Sign of the Times,559276
7916,Harry Styles,Sign of the Times,2017-08-29,Harry Styles Sign of the Times,374321
7917,Harry Styles,Sign of the Times,2017-08-30,Harry Styles Sign of the Times,374797
7918,Harry Styles,Sign of the Times,2017-08-31,Harry Styles Sign of the Times,423117
7919,Harry Styles,Sign of the Times,2017-09-01,Harry Styles Sign of the Times,351535
7920,Harry Styles,Sign of the Times,2017-09-02,Harry Styles Sign of the Times,344427
7921,Harry Styles,Sign of the Times,2017-09-03,Harry Styles Sign of the Times,315521
7922,Harry Styles,Sign of the Times,2017-09-04,Harry Styles Sign of the Times,367728
7923,Harry Styles,Sign of the Times,2017-09-05,Harry Styles Sign of the Times,324765
7924,Harry Styles,Sign of the Times,2017-09-06,Harry Styles Sign of the Times,327840
7925,Harry Styles,Sign of the Times,2017-09-07,Harry Styles Sign of the Times,322623
7926,Harry Styles,Sign of the Times,2017-09-08,Harry Styles Sign of the Times,311766
7927,Harry Styles,Sign of the Times,2017-09-09,Harry Styles Sign of the Times,280669
7928,Harry Styles,Sign of the Times,2017-09-10,Harry Styles Sign of the Times,256935
7929,Harry Styles,Sign of the Times,2017-09-11,Harry Styles Sign of the Times,299396
7930,Harry Styles,Sign of the Times,2017-09-12,Harry Styles Sign of the Times,310531
7931,Harry Styles,Sign of the Times,2017-09-13,Harry Styles Sign of the Times,318966
7932,Harry Styles,Sign of the Times,2017-09-14,Harry Styles Sign of the Times,309682
7933,Harry Styles,Sign of the Times,2017-09-15,Harry Styles Sign of the Times,296485
7934,Harry Styles,Sign of the Times,2017-09-16,Harry Styles Sign of the Times,275065
7935,Harry Styles,Sign of the Times,2017-09-17,Harry Styles Sign of the Times,260769
7936,Harry Styles,Sign of the Times,2017-09-18,Harry Styles Sign of the Times,291098
7937,Harry Styles,Sign of the Times,2017-09-19,Harry Styles Sign of the Times,284797
7938,Harry Styles,Sign of the Times,2017-09-20,Harry Styles Sign of the Times,304579
7939,Harry Styles,Sign of the Times,2017-09-21,Harry Styles Sign of the Times,286004
7940,Harry Styles,Sign of the Times,2017-09-22,Harry Styles Sign of the Times,293539
7941,Harry Styles,Sign of the Times,2017-09-23,Harry Styles Sign of the Times,263921
7942,Harry Styles,Sign of the Times,2017-09-24,Harry Styles Sign of the Times,269199
7943,Harry Styles,Sign of the Times,2017-09-25,Harry Styles Sign of the Times,299102
7944,Harry Styles,Sign of the Times,2017-09-26,Harry Styles Sign of the Times,279173
7945,Harry Styles,Sign of the Times,2017-09-27,Harry Styles Sign of the Times,315781
7946,Harry Styles,Sign of the Times,2017-09-28,Harry Styles Sign of the Times,301529
7947,Harry Styles,Sign of the Times,2017-09-29,Harry Styles Sign of the Times,230013
7948,Harry Styles,Sign of the Times,2017-09-30,Harry Styles Sign of the Times,213374
7949,Harry Styles,Sign of the Times,2017-10-01,Harry Styles Sign of the Times,223750
7950,Harry Styles,Sign of the Times,2017-10-02,Harry Styles Sign of the Times,265008
7951,Harry Styles,Sign of the Times,2017-10-03,Harry Styles Sign of the Times,253243
7952,Harry Styles,Sign of the Times,2017-10-04,Harry Styles Sign of the Times,254136
7953,Harry Styles,Sign of the Times,2017-10-05,Harry Styles Sign of the Times,234094
7954,Harry Styles,Sign of the Times,2017-10-06,Harry Styles Sign of the Times,179251
7955,Harry Styles,Sign of the Times,2017-10-07,Harry Styles Sign of the Times,168044
7956,Harry Styles,Sign of the Times,2017-10-08,Harry Styles Sign of the Times,183379
7957,Harry Styles,Sign of the Times,2017-10-09,Harry Styles Sign of the Times,166471
7958,Harry Styles,Sign of the Times,2017-10-10,Harry Styles Sign of the Times,179806
7959,Harry Styles,Sign of the Times,2017-10-11,Harry Styles Sign of the Times,180587
7960,Harry Styles,Sign of the Times,2017-10-12,Harry Styles Sign of the Times,176100
7961,Harry Styles,Sign of the Times,2017-10-13,Harry Styles Sign of the Times,152553
7962,Harry Styles,Sign of the Times,2017-10-14,Harry Styles Sign of the Times,151266
7963,Harry Styles,Sign of the Times,2017-10-15,Harry Styles Sign of the Times,140418
7964,Harry Styles,Sign of the Times,2017-10-16,Harry Styles Sign of the Times,174015
7965,Harry Styles,Sign of the Times,2017-10-17,Harry Styles Sign of the Times,181672
7966,Harry Styles,Sign of the Times,2017-10-18,Harry Styles Sign of the Times,161948
7967,Harry Styles,Sign of the Times,2017-10-19,Harry Styles Sign of the Times,143859
7968,Harry Styles,Sign of the Times,2017-10-20,Harry Styles Sign of the Times,123403
7969,Harry Styles,Sign of the Times,2017-10-21,Harry Styles Sign of the Times,120123
7970,Harry Styles,Sign of the Times,2017-10-22,Harry Styles Sign of the Times,107714
7971,Harry Styles,Sign of the Times,2017-10-23,Harry Styles Sign of the Times,149496
7972,Harry Styles,Sign of the Times,2017-10-24,Harry Styles Sign of the Times,154712
7973,Harry Styles,Sign of the Times,2017-10-25,Harry Styles Sign of the Times,124890
7974,Harry Styles,Sign of the Times,2017-10-26,Harry Styles Sign of the Times,125296
7975,Harry Styles,Sign of the Times,2017-10-27,Harry Styles Sign of the Times,119492
7976,Harry Styles,Sign of the Times,2017-10-28,Harry Styles Sign of the Times,95127
7977,Harry Styles,Sign of the Times,2017-10-29,Harry Styles Sign of the Times,137158
7978,Harry Styles,Sign of the Times,2017-10-30,Harry Styles Sign of the Times,139725
7979,Harry Styles,Sign of the Times,2017-10-31,Harry Styles Sign of the Times,115099
7980,Harry Styles,Sign of the Times,2017-11-01,Harry Styles Sign of the Times,168624
7981,Harry Styles,Sign of the Times,2017-11-02,Harry Styles Sign of the Times,136486
7982,Harry Styles,Sign of the Times,2017-11-03,Harry Styles Sign of the Times,157101
7983,Harry Styles,Sign of the Times,2017-11-04,Harry Styles Sign of the Times,150765
7984,Harry Styles,Sign of the Times,2017-11-05,Harry Styles Sign of the Times,139238
7985,Harry Styles,Sign of the Times,2017-11-06,Harry Styles Sign of the Times,187421
7986,Harry Styles,Sign of the Times,2017-11-07,Harry Styles Sign of the Times,196669
7987,Harry Styles,Sign of the Times,2017-11-08,Harry Styles Sign of the Times,217461
7988,Harry Styles,Sign of the Times,2017-11-09,Harry Styles Sign of the Times,167242
7989,Harry Styles,Sign of the Times,2017-11-10,Harry Styles Sign of the Times,162670
7990,Harry Styles,Sign of the Times,2017-11-11,Harry Styles Sign of the Times,138804
7991,Harry Styles,Sign of the Times,2017-11-12,Harry Styles Sign of the Times,162982
7992,Harry Styles,Sign of the Times,2017-11-13,Harry Styles Sign of the Times,200523
7993,Harry Styles,Sign of the Times,2017-11-14,Harry Styles Sign of the Times,211022
7994,Harry Styles,Sign of the Times,2017-11-15,Harry Styles Sign of the Times,172077
7995,Harry Styles,Sign of the Times,2017-11-16,Harry Styles Sign of the Times,145741
7996,Harry Styles,Sign of the Times,2017-11-17,Harry Styles Sign of the Times,141350
7997,Harry Styles,Sign of the Times,2017-11-18,Harry Styles Sign of the Times,118328
7998,Harry Styles,Sign of the Times,2017-11-19,Harry Styles Sign of the Times,102436
7999,Harry Styles,Sign of the Times,2017-11-20,Harry Styles Sign of the Times,136617
8000,Harry Styles,Sign of the Times,2017-11-21,Harry Styles Sign of the Times,145784
8001,Harry Styles,Sign of the Times,2017-11-22,Harry Styles Sign of the Times,139818
8002,Harry Styles,Sign of the Times,2017-11-23,Harry Styles Sign of the Times,142466
8003,Harry Styles,Sign of the Times,2017-11-24,Harry Styles Sign of the Times,115775
8004,Harry Styles,Sign of the Times,2017-11-25,Harry Styles Sign of the Times,99409
8005,Harry Styles,Sign of the Times,2017-11-26,Harry Styles Sign of the Times,93829
8006,Harry Styles,Sign of the Times,2017-11-27,Harry Styles Sign of the Times,119284
8007,Harry Styles,Sign of the Times,2017-11-28,Harry Styles Sign of the Times,153906
8008,Harry Styles,Sign of the Times,2017-11-29,Harry Styles Sign of the Times,152207
8009,Harry Styles,Sign of the Times,2017-11-30,Harry Styles Sign of the Times,74680
8010,Harry Styles,Sign of the Times,2017-12-01,Harry Styles Sign of the Times,74463
8011,Harry Styles,Sign of the Times,2017-12-02,Harry Styles Sign of the Times,69469
8012,Harry Styles,Sign of the Times,2017-12-03,Harry Styles Sign of the Times,70082
8013,Harry Styles,Sign of the Times,2017-12-04,Harry Styles Sign of the Times,82884
8014,Harry Styles,Sign of the Times,2017-12-05,Harry Styles Sign of the Times,121775
8015,Harry Styles,Sign of the Times,2017-12-06,Harry Styles Sign of the Times,129853
8016,Harry Styles,Sign of the Times,2017-12-07,Harry Styles Sign of the Times,132786
8017,Harry Styles,Sign of the Times,2017-12-08,Harry Styles Sign of the Times,88877
8018,Harry Styles,Sign of the Times,2017-12-09,Harry Styles Sign of the Times,74282
8019,Harry Styles,Sign of the Times,2017-12-10,Harry Styles Sign of the Times,69757
8020,Harry Styles,Sign of the Times,2017-12-11,Harry Styles Sign of the Times,108199
8021,Harry Styles,Sign of the Times,2017-12-12,Harry Styles Sign of the Times,129917
8022,Harry Styles,Sign of the Times,2017-12-13,Harry Styles Sign of the Times,103910
8023,Harry Styles,Sign of the Times,2017-12-14,Harry Styles Sign of the Times,94831
8024,Harry Styles,Sign of the Times,2017-12-15,Harry Styles Sign of the Times,61255
8025,Harry Styles,Sign of the Times,2017-12-16,Harry Styles Sign of the Times,56950
8026,Harry Styles,Sign of the Times,2017-12-17,Harry Styles Sign of the Times,60668
8027,Harry Styles,Sign of the Times,2017-12-18,Harry Styles Sign of the Times,85085
8028,Harry Styles,Sign of the Times,2017-12-19,Harry Styles Sign of the Times,95669
8029,Harry Styles,Sign of the Times,2017-12-20,Harry Styles Sign of the Times,86868
8030,Harry Styles,Sign of the Times,2017-12-21,Harry Styles Sign of the Times,66478
8031,Harry Styles,Sign of the Times,2017-12-22,Harry Styles Sign of the Times,61996
8032,Harry Styles,Sign of the Times,2017-12-23,Harry Styles Sign of the Times,56146
8033,Harry Styles,Sign of the Times,2017-12-24,Harry Styles Sign of the Times,53996
8034,Harry Styles,Sign of the Times,2017-12-25,Harry Styles Sign of the Times,7211
8035,Harry Styles,Sign of the Times,2017-12-26,Harry Styles Sign of the Times,116419
8036,Harry Styles,Sign of the Times,2017-12-27,Harry Styles Sign of the Times,131650
8037,Harry Styles,Sign of the Times,2017-12-28,Harry Styles Sign of the Times,141617
8038,Harry Styles,Sign of the Times,2017-12-29,Harry Styles Sign of the Times,111647
8039,Harry Styles,Sign of the Times,2017-12-30,Harry Styles Sign of the Times,93659
8040,Harry Styles,Sign of the Times,2017-12-31,Harry Styles Sign of the Times,55790
8041,Imagine Dragons,Believer,2017-02-01,Imagine Dragons Believer,23876
8042,Imagine Dragons,Believer,2017-02-02,Imagine Dragons Believer,283935
8043,Imagine Dragons,Believer,2017-02-03,Imagine Dragons Believer,941577
8044,Imagine Dragons,Believer,2017-02-04,Imagine Dragons Believer,560619
8045,Imagine Dragons,Believer,2017-02-05,Imagine Dragons Believer,463432
8046,Imagine Dragons,Believer,2017-02-06,Imagine Dragons Believer,677800
8047,Imagine Dragons,Believer,2017-02-07,Imagine Dragons Believer,727314
8048,Imagine Dragons,Believer,2017-02-08,Imagine Dragons Believer,784165
8049,Imagine Dragons,Believer,2017-02-09,Imagine Dragons Believer,773773
8050,Imagine Dragons,Believer,2017-02-10,Imagine Dragons Believer,853579
8051,Imagine Dragons,Believer,2017-02-11,Imagine Dragons Believer,954546
8052,Imagine Dragons,Believer,2017-02-12,Imagine Dragons Believer,884137
8053,Imagine Dragons,Believer,2017-02-13,Imagine Dragons Believer,1033833
8054,Imagine Dragons,Believer,2017-02-14,Imagine Dragons Believer,1114811
8055,Imagine Dragons,Believer,2017-02-15,Imagine Dragons Believer,1361818
8056,Imagine Dragons,Believer,2017-02-16,Imagine Dragons Believer,1533749
8057,Imagine Dragons,Believer,2017-02-17,Imagine Dragons Believer,1686209
8058,Imagine Dragons,Believer,2017-02-18,Imagine Dragons Believer,1668119
8059,Imagine Dragons,Believer,2017-02-19,Imagine Dragons Believer,1544439
8060,Imagine Dragons,Believer,2017-02-20,Imagine Dragons Believer,1774528
8061,Imagine Dragons,Believer,2017-02-21,Imagine Dragons Believer,1908485
8062,Imagine Dragons,Believer,2017-02-22,Imagine Dragons Believer,2044590
8063,Imagine Dragons,Believer,2017-02-23,Imagine Dragons Believer,2161159
8064,Imagine Dragons,Believer,2017-02-24,Imagine Dragons Believer,2198640
8065,Imagine Dragons,Believer,2017-02-25,Imagine Dragons Believer,2074757
8066,Imagine Dragons,Believer,2017-02-26,Imagine Dragons Believer,1833949
8067,Imagine Dragons,Believer,2017-02-27,Imagine Dragons Believer,2019840
8068,Imagine Dragons,Believer,2017-02-28,Imagine Dragons Believer,2118933
8069,Imagine Dragons,Believer,2017-03-01,Imagine Dragons Believer,2197683
8070,Imagine Dragons,Believer,2017-03-02,Imagine Dragons Believer,2249354
8071,Imagine Dragons,Believer,2017-03-03,Imagine Dragons Believer,2193030
8072,Imagine Dragons,Believer,2017-03-04,Imagine Dragons Believer,2025973
8073,Imagine Dragons,Believer,2017-03-05,Imagine Dragons Believer,1801995
8074,Imagine Dragons,Believer,2017-03-06,Imagine Dragons Believer,2029070
8075,Imagine Dragons,Believer,2017-03-07,Imagine Dragons Believer,2081463
8076,Imagine Dragons,Believer,2017-03-08,Imagine Dragons Believer,2146161
8077,Imagine Dragons,Believer,2017-03-09,Imagine Dragons Believer,2214162
8078,Imagine Dragons,Believer,2017-03-10,Imagine Dragons Believer,2242162
8079,Imagine Dragons,Believer,2017-03-11,Imagine Dragons Believer,2199604
8080,Imagine Dragons,Believer,2017-03-12,Imagine Dragons Believer,1977498
8081,Imagine Dragons,Believer,2017-03-13,Imagine Dragons Believer,2181424
8082,Imagine Dragons,Believer,2017-03-14,Imagine Dragons Believer,2186999
8083,Imagine Dragons,Believer,2017-03-15,Imagine Dragons Believer,2226610
8084,Imagine Dragons,Believer,2017-03-16,Imagine Dragons Believer,2231932
8085,Imagine Dragons,Believer,2017-03-17,Imagine Dragons Believer,2207545
8086,Imagine Dragons,Believer,2017-03-18,Imagine Dragons Believer,2129567
8087,Imagine Dragons,Believer,2017-03-19,Imagine Dragons Believer,1909511
8088,Imagine Dragons,Believer,2017-03-20,Imagine Dragons Believer,2048234
8089,Imagine Dragons,Believer,2017-03-21,Imagine Dragons Believer,2069906
8090,Imagine Dragons,Believer,2017-03-22,Imagine Dragons Believer,2125591
8091,Imagine Dragons,Believer,2017-03-23,Imagine Dragons Believer,2116648
8092,Imagine Dragons,Believer,2017-03-24,Imagine Dragons Believer,2164154
8093,Imagine Dragons,Believer,2017-03-25,Imagine Dragons Believer,2118349
8094,Imagine Dragons,Believer,2017-03-26,Imagine Dragons Believer,1850419
8095,Imagine Dragons,Believer,2017-03-27,Imagine Dragons Believer,2043574
8096,Imagine Dragons,Believer,2017-03-28,Imagine Dragons Believer,2095230
8097,Imagine Dragons,Believer,2017-03-29,Imagine Dragons Believer,2141586
8098,Imagine Dragons,Believer,2017-03-30,Imagine Dragons Believer,2130942
8099,Imagine Dragons,Believer,2017-03-31,Imagine Dragons Believer,2155752
8100,Imagine Dragons,Believer,2017-04-01,Imagine Dragons Believer,2051000
8101,Imagine Dragons,Believer,2017-04-02,Imagine Dragons Believer,1823563
8102,Imagine Dragons,Believer,2017-04-03,Imagine Dragons Believer,1987500
8103,Imagine Dragons,Believer,2017-04-04,Imagine Dragons Believer,2021609
8104,Imagine Dragons,Believer,2017-04-05,Imagine Dragons Believer,2068755
8105,Imagine Dragons,Believer,2017-04-06,Imagine Dragons Believer,2057369
8106,Imagine Dragons,Believer,2017-04-07,Imagine Dragons Believer,2095339
8107,Imagine Dragons,Believer,2017-04-08,Imagine Dragons Believer,2011008
8108,Imagine Dragons,Believer,2017-04-09,Imagine Dragons Believer,1770654
8109,Imagine Dragons,Believer,2017-04-10,Imagine Dragons Believer,1938156
8110,Imagine Dragons,Believer,2017-04-11,Imagine Dragons Believer,1932711
8111,Imagine Dragons,Believer,2017-04-12,Imagine Dragons Believer,1963666
8112,Imagine Dragons,Believer,2017-04-13,Imagine Dragons Believer,1962133
8113,Imagine Dragons,Believer,2017-04-14,Imagine Dragons Believer,1840197
8114,Imagine Dragons,Believer,2017-04-15,Imagine Dragons Believer,1747483
8115,Imagine Dragons,Believer,2017-04-16,Imagine Dragons Believer,1560362
8116,Imagine Dragons,Believer,2017-04-17,Imagine Dragons Believer,1761768
8117,Imagine Dragons,Believer,2017-04-18,Imagine Dragons Believer,1876885
8118,Imagine Dragons,Believer,2017-04-19,Imagine Dragons Believer,1870083
8119,Imagine Dragons,Believer,2017-04-20,Imagine Dragons Believer,1846141
8120,Imagine Dragons,Believer,2017-04-21,Imagine Dragons Believer,1875269
8121,Imagine Dragons,Believer,2017-04-22,Imagine Dragons Believer,1824373
8122,Imagine Dragons,Believer,2017-04-23,Imagine Dragons Believer,1605751
8123,Imagine Dragons,Believer,2017-04-24,Imagine Dragons Believer,1780494
8124,Imagine Dragons,Believer,2017-04-25,Imagine Dragons Believer,1786461
8125,Imagine Dragons,Believer,2017-04-26,Imagine Dragons Believer,1799477
8126,Imagine Dragons,Believer,2017-04-27,Imagine Dragons Believer,1795395
8127,Imagine Dragons,Believer,2017-04-28,Imagine Dragons Believer,1862128
8128,Imagine Dragons,Believer,2017-04-29,Imagine Dragons Believer,1793964
8129,Imagine Dragons,Believer,2017-04-30,Imagine Dragons Believer,1635846
8130,Imagine Dragons,Believer,2017-05-01,Imagine Dragons Believer,1687503
8131,Imagine Dragons,Believer,2017-05-02,Imagine Dragons Believer,1766988
8132,Imagine Dragons,Believer,2017-05-03,Imagine Dragons Believer,1794483
8133,Imagine Dragons,Believer,2017-05-04,Imagine Dragons Believer,1777265
8134,Imagine Dragons,Believer,2017-05-05,Imagine Dragons Believer,1767424
8135,Imagine Dragons,Believer,2017-05-06,Imagine Dragons Believer,1572331
8136,Imagine Dragons,Believer,2017-05-07,Imagine Dragons Believer,1344093
8137,Imagine Dragons,Believer,2017-05-08,Imagine Dragons Believer,1454224
8138,Imagine Dragons,Believer,2017-05-09,Imagine Dragons Believer,1505316
8139,Imagine Dragons,Believer,2017-05-10,Imagine Dragons Believer,1518750
8140,Imagine Dragons,Believer,2017-05-11,Imagine Dragons Believer,1501329
8141,Imagine Dragons,Believer,2017-05-12,Imagine Dragons Believer,1606608
8142,Imagine Dragons,Believer,2017-05-13,Imagine Dragons Believer,1591802
8143,Imagine Dragons,Believer,2017-05-14,Imagine Dragons Believer,1405678
8144,Imagine Dragons,Believer,2017-05-15,Imagine Dragons Believer,1589116
8145,Imagine Dragons,Believer,2017-05-16,Imagine Dragons Believer,1587167
8146,Imagine Dragons,Believer,2017-05-17,Imagine Dragons Believer,1572661
8147,Imagine Dragons,Believer,2017-05-18,Imagine Dragons Believer,1542236
8148,Imagine Dragons,Believer,2017-05-19,Imagine Dragons Believer,1576677
8149,Imagine Dragons,Believer,2017-05-20,Imagine Dragons Believer,1519649
8150,Imagine Dragons,Believer,2017-05-21,Imagine Dragons Believer,1348297
8151,Imagine Dragons,Believer,2017-05-22,Imagine Dragons Believer,1501967
8152,Imagine Dragons,Believer,2017-05-23,Imagine Dragons Believer,1522261
8153,Imagine Dragons,Believer,2017-05-24,Imagine Dragons Believer,1530005
8154,Imagine Dragons,Believer,2017-05-25,Imagine Dragons Believer,1502711
8155,Imagine Dragons,Believer,2017-05-26,Imagine Dragons Believer,1533698
8156,Imagine Dragons,Believer,2017-05-27,Imagine Dragons Believer,1444744
8157,Imagine Dragons,Believer,2017-05-28,Imagine Dragons Believer,1281252
8158,Imagine Dragons,Believer,2017-05-29,Imagine Dragons Believer,1379169
8159,Imagine Dragons,Believer,2017-06-01,Imagine Dragons Believer,1476273
8160,Imagine Dragons,Believer,2017-06-03,Imagine Dragons Believer,1413565
8161,Imagine Dragons,Believer,2017-06-04,Imagine Dragons Believer,1279510
8162,Imagine Dragons,Believer,2017-06-05,Imagine Dragons Believer,1389051
8163,Imagine Dragons,Believer,2017-06-06,Imagine Dragons Believer,1409441
8164,Imagine Dragons,Believer,2017-06-07,Imagine Dragons Believer,1432378
8165,Imagine Dragons,Believer,2017-06-08,Imagine Dragons Believer,1421338
8166,Imagine Dragons,Believer,2017-06-09,Imagine Dragons Believer,1450664
8167,Imagine Dragons,Believer,2017-06-10,Imagine Dragons Believer,1372299
8168,Imagine Dragons,Believer,2017-06-11,Imagine Dragons Believer,1235443
8169,Imagine Dragons,Believer,2017-06-12,Imagine Dragons Believer,1354463
8170,Imagine Dragons,Believer,2017-06-13,Imagine Dragons Believer,1403056
8171,Imagine Dragons,Believer,2017-06-14,Imagine Dragons Believer,1468587
8172,Imagine Dragons,Believer,2017-06-15,Imagine Dragons Believer,1666862
8173,Imagine Dragons,Believer,2017-06-16,Imagine Dragons Believer,1729824
8174,Imagine Dragons,Believer,2017-06-17,Imagine Dragons Believer,1669850
8175,Imagine Dragons,Believer,2017-06-18,Imagine Dragons Believer,1514870
8176,Imagine Dragons,Believer,2017-06-19,Imagine Dragons Believer,1685795
8177,Imagine Dragons,Believer,2017-06-20,Imagine Dragons Believer,1713276
8178,Imagine Dragons,Believer,2017-06-21,Imagine Dragons Believer,1734254
8179,Imagine Dragons,Believer,2017-06-22,Imagine Dragons Believer,1768973
8180,Imagine Dragons,Believer,2017-06-23,Imagine Dragons Believer,2570322
8181,Imagine Dragons,Believer,2017-06-24,Imagine Dragons Believer,2447084
8182,Imagine Dragons,Believer,2017-06-25,Imagine Dragons Believer,1964790
8183,Imagine Dragons,Believer,2017-06-26,Imagine Dragons Believer,2420106
8184,Imagine Dragons,Believer,2017-06-27,Imagine Dragons Believer,2379903
8185,Imagine Dragons,Believer,2017-06-28,Imagine Dragons Believer,2392095
8186,Imagine Dragons,Believer,2017-06-29,Imagine Dragons Believer,2399447
8187,Imagine Dragons,Believer,2017-06-30,Imagine Dragons Believer,2415519
