,index,Trackname,Artist,Streams,URL,Date,Region,Artist_Trackname,Group,peak_regions
0,58,Starboy,The Weeknd,65518,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,Argentina,The Weeknd Starboy,Spanish Speaking,54
1,65,Let Me Love You,DJ Snake,87926,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,Argentina,DJ Snake Let Me Love You,Spanish Speaking,54
2,152,Don't Wanna Know,Maroon 5,62894,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-12,Argentina,Maroon 5 Don't Wanna Know,Spanish Speaking,54
3,165,Closer,The Chainsmokers,57723,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-18,Argentina,The Chainsmokers Closer,Spanish Speaking,54
4,218,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,79403,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-28,Argentina,Clean Bandit Rockabye (feat. Sean Paul & Anne-Marie),Spanish Speaking,54
5,238,Solo Dance,Martin Jensen,17319,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-02-09,Argentina,Martin Jensen Solo Dance,Spanish Speaking,54
6,240,Despacito (Featuring Daddy Yankee),Luis Fonsi,455217,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-02-11,Argentina,Luis Fonsi Despacito (Featuring Daddy Yankee),Spanish Speaking,54
7,252,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,71628,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-02-16,Argentina,"ZAYN I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Spanish Speaking,54
8,253,Say You Won't Let Go,James Arthur,23559,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-02-16,Argentina,James Arthur Say You Won't Let Go,Spanish Speaking,54
9,258,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,24330,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,2017-02-17,Argentina,Major Lazer Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Spanish Speaking,54
10,280,Chained To The Rhythm,Katy Perry,62871,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,2017-03-01,Argentina,Katy Perry Chained To The Rhythm,Spanish Speaking,54
11,290,What Do I Know?,Ed Sheeran,29836,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,2017-03-03,Argentina,Ed Sheeran What Do I Know?,Spanish Speaking,54
12,291,Galway Girl,Ed Sheeran,36684,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,2017-03-03,Argentina,Ed Sheeran Galway Girl,Spanish Speaking,54
13,292,Happier,Ed Sheeran,35495,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2017-03-03,Argentina,Ed Sheeran Happier,Spanish Speaking,54
14,293,How Would You Feel (Paean),Ed Sheeran,35510,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,2017-03-03,Argentina,Ed Sheeran How Would You Feel (Paean),Spanish Speaking,54
15,295,Eraser,Ed Sheeran,38397,https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2,2017-03-03,Argentina,Ed Sheeran Eraser,Spanish Speaking,54
16,296,New Man,Ed Sheeran,39177,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,2017-03-03,Argentina,Ed Sheeran New Man,Spanish Speaking,54
17,297,Dive,Ed Sheeran,40834,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,2017-03-03,Argentina,Ed Sheeran Dive,Spanish Speaking,54
18,298,Shape of You,Ed Sheeran,202857,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-03,Argentina,Ed Sheeran Shape of You,Spanish Speaking,54
19,302,Castle on the Hill,Ed Sheeran,56821,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2017-03-07,Argentina,Ed Sheeran Castle on the Hill,Spanish Speaking,54
20,347,I Feel It Coming,The Weeknd,75064,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-04-03,Argentina,The Weeknd I Feel It Coming,Spanish Speaking,54
21,355,Slide,Calvin Harris,23291,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,2017-04-05,Argentina,Calvin Harris Slide,Spanish Speaking,54
22,357,The One,The Chainsmokers,25536,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,2017-04-07,Argentina,The Chainsmokers The One,Spanish Speaking,54
23,358,Something Just Like This,The Chainsmokers,69940,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-04-07,Argentina,The Chainsmokers Something Just Like This,Spanish Speaking,54
24,362,Cold,Maroon 5,30863,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,2017-04-12,Argentina,Maroon 5 Cold,Spanish Speaking,54
25,363,Issues,Julia Michaels,21079,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2017-04-12,Argentina,Julia Michaels Issues,Spanish Speaking,54
26,365,It Ain't Me (with Selena Gomez),Kygo,65320,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-04-13,Argentina,Kygo It Ain't Me (with Selena Gomez),Spanish Speaking,54
27,366,Paris,The Chainsmokers,61208,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-04-13,Argentina,The Chainsmokers Paris,Spanish Speaking,54
28,367,Scared to Be Lonely,Martin Garrix,52251,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2017-04-13,Argentina,Martin Garrix Scared to Be Lonely,Spanish Speaking,54
29,368,Passionfruit,Drake,24075,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2017-04-13,Argentina,Drake Passionfruit,Spanish Speaking,54
30,372,HUMBLE.,Kendrick Lamar,18885,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-04-18,Argentina,Kendrick Lamar HUMBLE.,Spanish Speaking,54
31,373,Despacito - Remix,Luis Fonsi,408219,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-04-18,Argentina,Luis Fonsi Despacito - Remix,Spanish Speaking,54
32,404,That's What I Like,Bruno Mars,67355,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-05-06,Argentina,Bruno Mars That's What I Like,Spanish Speaking,54
33,419,Malibu,Miley Cyrus,48848,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,2017-05-12,Argentina,Miley Cyrus Malibu,Spanish Speaking,54
34,434,No Promises (feat. Demi Lovato),Cheat Codes,23184,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,2017-05-18,Argentina,Cheat Codes No Promises (feat. Demi Lovato),Spanish Speaking,54
35,435,First Time,Kygo,23292,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr,2017-05-18,Argentina,Kygo First Time,Spanish Speaking,54
36,436,Symphony (feat. Zara Larsson),Clean Bandit,25404,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-05-18,Argentina,Clean Bandit Symphony (feat. Zara Larsson),Spanish Speaking,54
37,438,I'm the One,DJ Khaled,42141,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2,2017-05-18,Argentina,DJ Khaled I'm the One,Spanish Speaking,54
38,441,Stay (with Alessia Cara),Zedd,32366,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-05-19,Argentina,Zedd Stay (with Alessia Cara),Spanish Speaking,54
39,443,Crying in the Club,Camila Cabello,36446,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,2017-05-19,Argentina,Camila Cabello Crying in the Club,Spanish Speaking,54
40,444,Bad Liar,Selena Gomez,49606,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,2017-05-19,Argentina,Selena Gomez Bad Liar,Spanish Speaking,54
41,445,Strip That Down,Liam Payne,34298,https://open.spotify.com/track/4Ro98RCK90oHqqSZUnTFq5,2017-05-19,Argentina,Liam Payne Strip That Down,Spanish Speaking,54
42,447,Sign of the Times,Harry Styles,55337,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,2017-05-24,Argentina,Harry Styles Sign of the Times,Spanish Speaking,54
43,462,There for You,Martin Garrix,26033,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,2017-06-09,Argentina,Martin Garrix There for You,Spanish Speaking,54
44,468,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,75155,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,2017-06-10,Argentina,Jason Derulo Swalla (feat. Nicki Minaj & Ty Dolla $ign),Spanish Speaking,54
45,480,Believer,Imagine Dragons,30010,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,2017-06-23,Argentina,Imagine Dragons Believer,Spanish Speaking,54
46,491,There's Nothing Holdin' Me Back,Shawn Mendes,38102,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2017-06-29,Argentina,Shawn Mendes There's Nothing Holdin' Me Back,Spanish Speaking,54
47,503,Fetish (feat. Gucci Mane),Selena Gomez,39234,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq,2017-07-14,Argentina,Selena Gomez Fetish (feat. Gucci Mane),Spanish Speaking,54
48,509,What I've Done,Linkin Park,18571,https://open.spotify.com/track/4kfm1uI9QGaoN9qm6CkAMn,2017-07-21,Argentina,Linkin Park What I've Done,Spanish Speaking,54
49,510,Heavy (feat. Kiiara),Linkin Park,20248,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,2017-07-21,Argentina,Linkin Park Heavy (feat. Kiiara),Spanish Speaking,54
50,511,Numb,Linkin Park,28624,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h,2017-07-21,Argentina,Linkin Park Numb,Spanish Speaking,54
51,512,In The End,Linkin Park,36968,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,2017-07-21,Argentina,Linkin Park In The End,Spanish Speaking,54
52,513,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,44353,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,2017-07-21,Argentina,Louis Tomlinson Back to You (feat. Bebe Rexha & Digital Farm Animals),Spanish Speaking,54
53,515,Signs,Drake,17344,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO,2017-07-25,Argentina,Drake Signs,Spanish Speaking,54
54,516,Thunder,Imagine Dragons,30785,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2017-07-27,Argentina,Imagine Dragons Thunder,Spanish Speaking,54
55,518,2U (feat. Justin Bieber),David Guetta,75060,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,2017-07-28,Argentina,David Guetta 2U (feat. Justin Bieber),Spanish Speaking,54
56,519,Attention,Charlie Puth,61528,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-07-28,Argentina,Charlie Puth Attention,Spanish Speaking,54
57,534,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,17476,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH,2017-08-04,Argentina,"Major Lazer Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Spanish Speaking,54
58,540,Mi Gente,J Balvin,267656,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-05,Argentina,J Balvin Mi Gente,Spanish Speaking,54
59,553,Wild Thoughts,DJ Khaled,28437,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,2017-08-18,Argentina,DJ Khaled Wild Thoughts,Spanish Speaking,54
60,555,Friends (with BloodPop®),Justin Bieber,59026,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,2017-08-18,Argentina,Justin Bieber Friends (with BloodPop®),Spanish Speaking,54
61,564,Unforgettable,French Montana,18355,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2017-08-24,Argentina,French Montana Unforgettable,Spanish Speaking,54
62,573,Sorry Not Sorry,Demi Lovato,33918,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex,2017-09-01,Argentina,Demi Lovato Sorry Not Sorry,Spanish Speaking,54
63,574,More Than You Know,Axwell /\ Ingrosso,21385,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs,2017-09-01,Argentina,Axwell /\ Ingrosso More Than You Know,Spanish Speaking,54
64,575,Feels,Calvin Harris,44412,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2017-09-02,Argentina,Calvin Harris Feels,Spanish Speaking,54
65,577,Mama,Jonas Blue,27623,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2017-09-02,Argentina,Jonas Blue Mama,Spanish Speaking,54
66,606,Without You (feat. Sandro Cavazza),Avicii,23403,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE,2017-09-18,Argentina,Avicii Without You (feat. Sandro Cavazza),Spanish Speaking,54
67,608,Silence,Marshmello,19870,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2017-09-19,Argentina,Marshmello Silence,Spanish Speaking,54
68,714,New Rules,Dua Lipa,99428,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2017-11-17,Argentina,Dua Lipa New Rules,Spanish Speaking,54
69,716,Wolves,Selena Gomez,46424,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,2017-11-21,Argentina,Selena Gomez Wolves,Spanish Speaking,54
70,726,Perfect,Ed Sheeran,44568,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-11-28,Argentina,Ed Sheeran Perfect,Spanish Speaking,54
71,736,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,41957,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,2017-12-01,Argentina,Ed Sheeran Perfect Duet (Ed Sheeran & Beyoncé),Spanish Speaking,54
72,757,River (feat. Ed Sheeran),Eminem,24453,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,2017-12-20,Argentina,Eminem River (feat. Ed Sheeran),Spanish Speaking,54
73,773,Havana,Camila Cabello,93952,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,2017-12-24,Argentina,Camila Cabello Havana,Spanish Speaking,54
74,799,All I Want for Christmas Is You,Mariah Carey,28772,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,2017-12-25,Argentina,Mariah Carey All I Want for Christmas Is You,Spanish Speaking,54
75,835,Gucci Gang,Lil Pump,32825,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,2017-12-28,Argentina,Lil Pump Gucci Gang,Spanish Speaking,54
76,863,rockstar,Post Malone,41683,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,2017-12-31,Argentina,Post Malone rockstar,Spanish Speaking,54
77,902,Let Me Love You,DJ Snake,93821,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-04,Australia,DJ Snake Let Me Love You,English Speaking,54
78,919,Closer,The Chainsmokers,119989,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-06,Australia,The Chainsmokers Closer,English Speaking,54
79,934,Starboy,The Weeknd,138467,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-10,Australia,The Weeknd Starboy,English Speaking,54
80,955,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,136646,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-11,Australia,Clean Bandit Rockabye (feat. Sean Paul & Anne-Marie),English Speaking,54
81,978,Don't Wanna Know,Maroon 5,101323,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-13,Australia,Maroon 5 Don't Wanna Know,English Speaking,54
82,979,I Feel It Coming,The Weeknd,124356,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-13,Australia,The Weeknd I Feel It Coming,English Speaking,54
83,996,Say You Won't Let Go,James Arthur,109226,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-16,Australia,James Arthur Say You Won't Let Go,English Speaking,54
84,1147,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,173383,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-02-16,Australia,"ZAYN I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",English Speaking,54
85,1148,Paris,The Chainsmokers,165211,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-02-16,Australia,The Chainsmokers Paris,English Speaking,54
86,1150,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,108015,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,2017-02-16,Australia,Major Lazer Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),English Speaking,54
87,1183,Chained To The Rhythm,Katy Perry,119297,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,2017-02-26,Australia,Katy Perry Chained To The Rhythm,English Speaking,54
88,1189,Something Just Like This,The Chainsmokers,180647,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-03-01,Australia,The Chainsmokers Something Just Like This,English Speaking,54
89,1190,Issues,Julia Michaels,158330,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2017-03-01,Australia,Julia Michaels Issues,English Speaking,54
90,1195,Believer,Imagine Dragons,75053,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,2017-03-02,Australia,Imagine Dragons Believer,English Speaking,54
91,1196,It Ain't Me (with Selena Gomez),Kygo,163019,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-03-02,Australia,Kygo It Ain't Me (with Selena Gomez),English Speaking,54
92,1197,Scared to Be Lonely,Martin Garrix,135771,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2017-03-02,Australia,Martin Garrix Scared to Be Lonely,English Speaking,54
93,1199,Shape of You,Ed Sheeran,327711,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-03,Australia,Ed Sheeran Shape of You,English Speaking,54
94,1200,Castle on the Hill,Ed Sheeran,229860,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2017-03-03,Australia,Ed Sheeran Castle on the Hill,English Speaking,54
95,1201,Eraser,Ed Sheeran,114528,https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2,2017-03-03,Australia,Ed Sheeran Eraser,English Speaking,54
96,1217,What Do I Know?,Ed Sheeran,146655,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,2017-03-06,Australia,Ed Sheeran What Do I Know?,English Speaking,54
97,1218,New Man,Ed Sheeran,149261,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,2017-03-06,Australia,Ed Sheeran New Man,English Speaking,54
98,1219,Dive,Ed Sheeran,153798,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,2017-03-06,Australia,Ed Sheeran Dive,English Speaking,54
99,1220,Happier,Ed Sheeran,157494,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2017-03-06,Australia,Ed Sheeran Happier,English Speaking,54
100,1221,Perfect,Ed Sheeran,163208,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-03-06,Australia,Ed Sheeran Perfect,English Speaking,54
101,1222,How Would You Feel (Paean),Ed Sheeran,133000,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,2017-03-06,Australia,Ed Sheeran How Would You Feel (Paean),English Speaking,54
102,1224,Galway Girl,Ed Sheeran,228320,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,2017-03-09,Australia,Ed Sheeran Galway Girl,English Speaking,54
103,1253,Cold,Maroon 5,89346,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,2017-03-16,Australia,Maroon 5 Cold,English Speaking,54
104,1284,Stay (with Alessia Cara),Zedd,159839,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-03-22,Australia,Zedd Stay (with Alessia Cara),English Speaking,54
105,1289,Passionfruit,Drake,192956,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2017-03-23,Australia,Drake Passionfruit,English Speaking,54
106,1295,That's What I Like,Bruno Mars,142814,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-03-25,Australia,Bruno Mars That's What I Like,English Speaking,54
107,1311,Solo Dance,Martin Jensen,94298,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-04-07,Australia,Martin Jensen Solo Dance,English Speaking,54
108,1326,The One,The Chainsmokers,75153,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,2017-04-10,Australia,The Chainsmokers The One,English Speaking,54
109,1329,Slide,Calvin Harris,143317,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,2017-04-12,Australia,Calvin Harris Slide,English Speaking,54
110,1342,HUMBLE.,Kendrick Lamar,240758,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-04-18,Australia,Kendrick Lamar HUMBLE.,English Speaking,54
111,1352,Symphony (feat. Zara Larsson),Clean Bandit,141959,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-04-20,Australia,Clean Bandit Symphony (feat. Zara Larsson),English Speaking,54
112,1401,First Time,Kygo,93727,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr,2017-05-19,Australia,Kygo First Time,English Speaking,54
113,1412,I'm the One,DJ Khaled,230630,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2,2017-05-20,Australia,DJ Khaled I'm the One,English Speaking,54
114,1413,Sign of the Times,Harry Styles,123075,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,2017-05-21,Australia,Harry Styles Sign of the Times,English Speaking,54
115,1416,Malibu,Miley Cyrus,148314,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,2017-05-23,Australia,Miley Cyrus Malibu,English Speaking,54
116,1417,There's Nothing Holdin' Me Back,Shawn Mendes,138834,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2017-05-23,Australia,Shawn Mendes There's Nothing Holdin' Me Back,English Speaking,54
117,1429,Bad Liar,Selena Gomez,113352,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,2017-05-25,Australia,Selena Gomez Bad Liar,English Speaking,54
118,1433,Despacito - Remix,Luis Fonsi,272667,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-05-26,Australia,Luis Fonsi Despacito - Remix,English Speaking,54
119,1443,Despacito (Featuring Daddy Yankee),Luis Fonsi,309758,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-05-27,Australia,Luis Fonsi Despacito (Featuring Daddy Yankee),English Speaking,54
120,1444,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,107689,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,2017-05-27,Australia,Jason Derulo Swalla (feat. Nicki Minaj & Ty Dolla $ign),English Speaking,54
121,1454,No Promises (feat. Demi Lovato),Cheat Codes,115928,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,2017-06-08,Australia,Cheat Codes No Promises (feat. Demi Lovato),English Speaking,54
122,1464,Strip That Down,Liam Payne,171508,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-06-14,Australia,Liam Payne Strip That Down,English Speaking,54
123,1479,2U (feat. Justin Bieber),David Guetta,162740,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,2017-06-20,Australia,David Guetta 2U (feat. Justin Bieber),English Speaking,54
124,1496,Signs,Drake,97791,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO,2017-06-29,Australia,Drake Signs,English Speaking,54
125,1498,Wild Thoughts,DJ Khaled,201296,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,2017-06-30,Australia,DJ Khaled Wild Thoughts,English Speaking,54
126,1525,Fetish (feat. Gucci Mane),Selena Gomez,93348,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq,2017-07-18,Australia,Selena Gomez Fetish (feat. Gucci Mane),English Speaking,54
127,1548,Heavy (feat. Kiiara),Linkin Park,65358,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,2017-07-21,Australia,Linkin Park Heavy (feat. Kiiara),English Speaking,54
128,1549,What I've Done,Linkin Park,64866,https://open.spotify.com/track/4kfm1uI9QGaoN9qm6CkAMn,2017-07-21,Australia,Linkin Park What I've Done,English Speaking,54
129,1556,Numb,Linkin Park,88244,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h,2017-07-21,Australia,Linkin Park Numb,English Speaking,54
130,1567,In The End,Linkin Park,103952,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,2017-07-21,Australia,Linkin Park In The End,English Speaking,54
131,1573,Mama,Jonas Blue,148484,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2017-08-01,Australia,Jonas Blue Mama,English Speaking,54
132,1574,Attention,Charlie Puth,135365,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-08-02,Australia,Charlie Puth Attention,English Speaking,54
133,1580,Feels,Calvin Harris,171144,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2017-08-04,Australia,Calvin Harris Feels,English Speaking,54
134,1582,There for You,Martin Garrix,118173,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,2017-08-04,Australia,Martin Garrix There for You,English Speaking,54
135,1586,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,102331,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH,2017-08-05,Australia,"Major Lazer Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",English Speaking,54
136,1590,Crying in the Club,Camila Cabello,90048,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,2017-08-08,Australia,Camila Cabello Crying in the Club,English Speaking,54
137,1615,Thunder,Imagine Dragons,158461,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2017-08-11,Australia,Imagine Dragons Thunder,English Speaking,54
138,1640,Friends (with BloodPop®),Justin Bieber,179280,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,2017-08-24,Australia,Justin Bieber Friends (with BloodPop®),English Speaking,54
139,1654,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,150974,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,2017-08-29,Australia,Louis Tomlinson Back to You (feat. Bebe Rexha & Digital Farm Animals),English Speaking,54
140,1656,Unforgettable,French Montana,176707,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2017-08-30,Australia,French Montana Unforgettable,English Speaking,54
141,1673,More Than You Know,Axwell /\ Ingrosso,103423,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs,2017-09-01,Australia,Axwell /\ Ingrosso More Than You Know,English Speaking,54
142,1674,Mi Gente,J Balvin,123896,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-01,Australia,J Balvin Mi Gente,English Speaking,54
